QuestionText,Category,Answer
"['اشرح', 'دور', 'الحكومات', 'مكافحة', 'التغير', 'المناخي']",السياسة والقانون,"['الحكومات', 'تلعب', 'دورا', 'حاسما', 'مكافحة', 'التغير', 'المناخي', 'خلال', 'سن', 'قوانين', 'بيئية', 'تشجيع', 'الطاقة', 'وتعزيز', 'الوعي', 'البيئي', 'المواطنين']"
"['علام', 'تعتمد', 'كفاءة', 'الخلايا']",البيئة والطاقة,"['كفاءة', 'الخلايا', 'الشمسية', 'تعتمد', 'نوع', 'المادة', 'المستخدمة', 'زاوية', 'تعرضها', 'ودرجة', 'الحرارة', 'المحيطة']"
"['اشرح', 'كيفية', 'عمل', 'محطات', 'الطاقة', 'النووية']",البيئة والطاقة,"['محطات', 'الطاقة', 'النووية', 'تعمل', 'طريق', 'تقسيم', 'نوى', 'الذرات', 'الثقيلة', 'اليورانيوم', 'لإطلاق', 'كمية', 'هائلة', 'الطاقة', 'تستخدم', 'لتوليد', 'الكهرباء']"
"['اشرح', 'تؤثر', 'الأنشطة', 'البشرية', 'التوازن', 'البيئي']",البيئة والطاقة,"['الأنشطة', 'البشرية', 'إزالة', 'الغابات', 'والتلوث', 'تؤدي', 'تدمير', 'المواطن', 'الطبيعية', 'وتغيرات', 'النظم', 'البيئية']"
"['اشرح', 'يتم', 'توليد', 'الكهرباء', 'الطاقة', 'الشمسية']",البيئة والطاقة,"['تولد', 'الكهرباء', 'الطاقة', 'الشمسية', 'باستخدام', 'الألواح', 'الشمسية', 'تحول', 'ضوء', 'الشمس', 'كهرباء', 'عبر', 'الخلايا', 'الفوتوفولتية']"
"['علام', 'تعتمد', 'فعالية', 'التعليم']",التعليم,"['تعتمد', 'فعالية', 'التعليم', 'الإلكتروني', 'جودة', 'المحتوى', 'تفاعل', 'المعلمين', 'والبنية', 'التحتية', 'التكنولوجية']"
"['اشرح', 'كيفية', 'عمل', 'الطائرة', 'النفاثة']",التكنولوجيا,"['الطائرة', 'النفاثة', 'تعمل', 'باستخدام', 'محركات', 'نفاثة', 'تحرق', 'الوقود', 'لإنتاج', 'قوة', 'دفع', 'تدفع', 'الطائرة', 'للأمام', 'بسرعات', 'عالية']"
"['اشرح', 'تعمل', 'تقنية', 'البلوتوث']",التكنولوجيا,"['تقنية', 'البلوتوث', 'تعمل', 'عبر', 'إرسال', 'واستقبال', 'البيانات', 'لاسلكيا', 'باستخدام', 'موجات', 'الراديو', 'نطاق', 'قصير', 'الأجهزة', 'المتوافقة']"
"['اشرح', 'يعمل', 'محرك', 'الاحتراق', 'الداخلي']",التكنولوجيا,"['محرك', 'الاحتراق', 'الداخلي', 'يعمل', 'عبر', 'حرق', 'الوقود', 'داخل', 'المحرك', 'لإنتاج', 'طاقة', 'تدفع', 'المكابس', 'وتحرك', 'المركبة']"
"['اشرح', 'يعمل', 'الإنترنت']",التكنولوجيا,"['الإنترنت', 'يعمل', 'خلال', 'شبكة', 'عالمية', 'الأجهزة', 'المتصلة', 'ببعضها', 'البعض', 'والتي', 'تنقل', 'البيانات', 'عبر', 'بروتوكولات', 'معينة']"
"['علام', 'تعتمد', 'فعالية', 'حملة', 'التسويق']",الاقتصاد والعمل,"['تعتمد', 'فعالية', 'حملة', 'التسويق', 'الرقمي', 'تحليل', 'استهداف', 'الجمهور', 'وتقديم', 'محتوى', 'جودة', 'عالية']"
"['اشرح', 'تعمل', 'عملية', 'التمثيل', 'الضوئي', 'النباتات']",البيولوجيا,"['التمثيل', 'الضوئي', 'عملية', 'تستخدم', 'النباتات', 'ضوء', 'الشمس', 'لتحويل', 'أكسيد', 'الكربون', 'والماء', 'أكسجين', 'وجلوكوز']"
"['تعمل', 'خلايا', 'الوقود']",البيئة والطاقة,"['خلايا', 'الوقود', 'الهيدروجيني', 'تعمل', 'طريق', 'تحويل', 'الهيدروجين', 'والأكسجين', 'كهرباء', 'وماء', 'خلال', 'تفاعل', 'كيميائي']"
"['اشرح', 'تعمل', 'الخلايا', 'الشمسية', 'إنتاج', 'الكهرباء']",البيئة والطاقة,"['الخلايا', 'الشمسية', 'تعمل', 'بتحويل', 'ضوء', 'الشمس', 'مباشرة', 'كهرباء', 'خلال', 'استخدام', 'مواد', 'موصلة', 'السيليكون']"
"['اشرح', 'يتم', 'تحويل', 'الطاقة', 'الحرارية', 'كهرباء']",البيئة والطاقة,"['يتم', 'تحويل', 'الطاقة', 'الحرارية', 'كهرباء', 'عبر', 'استخدام', 'توربينات', 'يتم', 'تسخين', 'الماء', 'ليتحول', 'بخار', 'يحرك', 'التوربينات']"
"['اشرح', 'كيفية', 'تكون', 'السحب']",العلوم,"['تتكون', 'السحب', 'عندما', 'يرتفع', 'الهواء', 'الدافئ', 'المحمل', 'يبرد', 'ويتكثف', 'ليشكل', 'قطرات', 'الماء', 'بلورات', 'الجليد']"
"['يتم', 'تحلية', 'مياه']",العلوم,"['يتم', 'تحلية', 'مياه', 'البحر', 'عبر', 'إزالة', 'الأملاح', 'والمعادن', 'باستخدام', 'تقنيات', 'التقطير', 'العكسي', 'والتبخير']"
"['اشرح', 'كيفية', 'عمل', 'القلب', 'جسم', 'الإنسان']",البيولوجيا,"['القلب', 'يعمل', 'كمضخة', 'تضخ', 'الدم', 'المحمل', 'بالأكسجين', 'الرئتين', 'باقي', 'يعيد', 'الدم', 'المحمل', 'بثاني', 'أكسيد', 'الكربون', 'الرئتين', 'لتنقيته']"
"['تعمل', 'أنظمة', 'الذكاء']",التكنولوجيا,"['أنظمة', 'الذكاء', 'الاصطناعي', 'تعمل', 'خلال', 'تحليل', 'البيانات', 'التعلم', 'واتخاذ', 'القرارات', 'بناء', 'الخوارزميات', 'المبرمجة']"
"['تؤثر', 'التمارين', 'الرياضية', 'الصحة']",الصحة,"['التمارين', 'الرياضية', 'تساعد', 'تحسين', 'الصحة', 'النفسية', 'طريق', 'تقليل', 'التوتر', 'وتعزيز', 'إفراز', 'الهرمونات', 'المسؤولة', 'السعادة', 'الإندورفين']"
"['تعمل', 'المضخات']",البيئة والطاقة,"['المضخات', 'الحرارية', 'تعمل', 'طريق', 'نقل', 'الحرارة', 'مصدر', 'منخفض', 'الحرارة', 'مصدر', 'عالي', 'الحرارة', 'باستخدام', 'دورة', 'تبريد', 'معكوسة']"
"['يتم', 'تحويل', 'الطاقة', 'الشمسية']",البيئة والطاقة,"['يتم', 'تحويل', 'الطاقة', 'الشمسية', 'كهرباء', 'باستخدام', 'خلايا', 'شمسية', 'تحول', 'ضوء', 'الشمس', 'كهرباء', 'خلال', 'التأثير', 'الضوئي', 'الكهربائي']"
"['يتم', 'تحويل', 'الطاقة', 'الشمسية']",البيئة والطاقة,"['يتم', 'تحويل', 'الطاقة', 'الشمسية', 'كهرباء', 'باستخدام', 'خلايا', 'شمسية', 'تحول', 'ضوء', 'الشمس', 'كهرباء', 'خلال', 'التأثير', 'الضوئي', 'الكهربائي']"
"['يعمل', 'المفاعل', 'النووي', 'لتوليد']",البيئة والطاقة,"['المفاعل', 'النووي', 'يعمل', 'توليد', 'الكهرباء', 'خلال', 'الانشطار', 'النووي', 'ينتج', 'حرارة', 'تستخدم', 'لتوليد', 'بدوره', 'يدير', 'التوربينات', 'لتوليد', 'الكهرباء']"
"['يتم', 'توليد', 'الطاقة']",البيئة والطاقة,"['يتم', 'توليد', 'الطاقة', 'الرياح', 'باستخدام', 'توربينات', 'تحول', 'الطاقة', 'الحركية', 'للرياح', 'طاقة', 'كهربائية']"
"['يتم', 'توليد', 'الكهرباء', 'الطاقة']",البيئة والطاقة,"['يتم', 'توليد', 'الكهرباء', 'الطاقة', 'الشمسية', 'باستخدام', 'الألواح', 'الشمسية', 'تحول', 'ضوء', 'الشمس', 'كهرباء', 'خلال', 'الخلايا', 'الكهروضوئية']"
"['تعمل', 'الخلايا']",البيئة والطاقة,"['الخلايا', 'الشمسية', 'تعمل', 'خلال', 'تحويل', 'ضوء', 'الشمس', 'كهرباء', 'عبر', 'استخدام', 'مواد', 'موصلة', 'تقوم', 'بتوليد', 'تيار', 'كهربائي', 'تعرضها', 'للضوء']"
"['يتم', 'تحديد', 'سرعة']",العلوم,"['يتم', 'تحديد', 'سرعة', 'الضوء', 'باستخدام', 'تقنيات', 'تجربة', 'خلال', 'حساب', 'المسافة', 'والزمن', 'باستخدام', 'أجهزة', 'متخصصة']"
"['تعمل', 'الطاقة']",البيئة والطاقة,"['الطاقة', 'الكهرومائية', 'تعمل', 'خلال', 'تحويل', 'الطاقة', 'الحركية', 'للماء', 'المتدفق', 'كهرباء', 'باستخدام', 'توربينات', 'ومولدات', 'كهربائية']"
"['يتم', 'تحويل', 'الصوت', 'إشارات']",التكنولوجيا,"['يتم', 'تحويل', 'الصوت', 'إشارات', 'رقمية', 'خلال', 'عملية', 'تسمى', 'التحويل', 'الرقمي', 'تتضمن', 'عينات', 'الإشارة', 'الصوتية', 'وتحويلها', 'بيانات', 'رقمية']"
"['يتم', 'استخراج', 'النفط', 'باطن']",البيئة والطاقة,"['يتم', 'استخراج', 'النفط', 'باطن', 'الأرض', 'طريق', 'حفر', 'آبار', 'عميقة', 'وضخ', 'النفط', 'الخام', 'السطح', 'باستخدام', 'مضخات', 'خاصة']"
"['يتم', 'إنتاج', 'الطاقة', 'المفاعلات']",البيئة والطاقة,"['يتم', 'إنتاج', 'الطاقة', 'المفاعلات', 'النووية', 'طريق', 'انشطار', 'الذرات', 'داخل', 'قلب', 'ينتج', 'عنه', 'حرارة', 'تستخدم', 'لتوليد', 'البخار', 'وتشغيل', 'التوربينات']"
"['يتم', 'قياس']",العلوم,"['يتم', 'قياس', 'الزلازل', 'باستخدام', 'جهاز', 'يسمى', 'السيزموجراف', 'يسجل', 'حركة', 'الأرض', 'ويعطي', 'مقياسا', 'لشدة', 'الزلزال', 'مقياس', 'ريختر']"
"['عام', 'تم', 'تقديم', 'المسيحية', 'لأفريقيا', 'جنوب']",الدين,"['تم', 'تقديم', 'المسيحية', 'لأفريقيا', 'جنوب', 'الصحراء', 'القرن', 'الخامس', 'بواسطة', 'المستكشفين', 'البرتغاليين']"
"['عام', 'حصلت', 'المكسيك', 'الاستقلال']",التاريخ,"['حصلت', 'المكسيك', 'استقلالها', 'إسبانيا', 'عام', '1821']"
"['سنة', 'تلقى', 'تسلا', 'ترشيحا', 'لنيل', 'جائزة']",التكنولوجيا,"['تلقى', 'نيكولا', 'تسلا', 'ترشيحا', 'لنيل', 'جائزة', 'نوبل', 'عام', '1915']"
"['عام', 'ديوار', 'بتجربة', 'الأكسجين']",التكنولوجيا,"['ديوار', 'بتجربة', 'الأكسجين', 'السائل', 'عام', '1891']"
"['سنة', 'تم', 'التوقيع', 'معاهدة']",السياسة والقانون,"['تم', 'التوقيع', 'معاهدة', 'ماسترخت', 'عام', '1992']"
"['سنة', 'شهد', 'الأمازون', 'جفافا', 'يرجح', 'أنه', 'أشد', 'جفاف']",البيئة والطاقة,"['شهد', 'الأمازون', 'جفافا', 'شديدا', 'عام', 'يرجح', 'أنه', 'أشد', 'جفاف', '2005']"
"['سنة', 'تأثر', 'الجزء', 'الجنوبي', 'الأمازون']",البيئة والطاقة,"['تأثر', 'الجزء', 'الجنوبي', 'الأمازون', 'بالجفاف', 'عام', '2005']"
"['الأعوام', 'الطاعون', 'موجودا', 'البلدان']",التاريخ,"['الطاعون', 'موجودا', 'البلدان', 'الإسلامية', 'الأعوام', '1347', 'و1351']"
"['خلال', 'سنوات', 'الطاعون', 'موجودا', 'البلدان']",التاريخ,"['الطاعون', 'موجودا', 'البلدان', 'الإسلامية', 'خلال', 'السنوات', '1347', '1351']"
"['عام', 'نشر', 'جيمس', 'هوتون', 'نسخة', 'مكونة', 'مجلدين']",التاريخ,"['نشر', 'جيمس', 'هوتون', 'نسخة', 'مكونة', 'مجلدين', 'لنظرياته', 'عام', '1795']"
"['عام', 'حفيد', 'جنكيز', 'خان', 'بغزو', 'روس']",التاريخ,"['حفيد', 'جنكيز', 'خان', 'بغزو', 'روس', 'الكييفية', 'عام', '1237']"
"['عام', 'تسبب', 'الاندماج', 'تصبح', 'جاكسونفيل', 'جزء', 'مقاطعة']",التاريخ,"['تسبب', 'الاندماج', 'تصبح', 'جاكسونفيل', 'جزءا', 'مقاطعة', 'دوفال', 'عام', '1968']"
"['سنة', 'توفي']",التاريخ,"['توفي', 'نيكولا', 'تسلا', 'عام', '1943']"
"['الفترة', 'تولى', 'عمر', 'بن', 'عبد', 'العزيز']",التاريخ,"['سليمان', 'خلفه', 'الخليفة', 'العادل', 'عمر', 'بن', 'عبد', 'العزيز', 'الخلفاء', 'الأمويين', 'عام', '99', 'ه']"
"['الفترة', 'كتب', 'المفكرون', 'المسلمون', 'إعجاز', 'القرآن', 'بشكل']",الدين,"['واستمرت', 'الكتابات', 'الإعجاز', 'القرن', 'الثالث', 'الهجري', 'وجوه', 'الإعجاز', 'ظل', 'مدار', 'نقاش', 'المفكرين', 'المسلمين']"
"['نمت', 'الصادرات', 'المنتجات', 'الزراعية', 'بنسبة']",السياسة والقانون,"['يعتبر', 'القطاع', 'الزراعي', 'القطاعات', 'المهمة', 'وتلعب', 'الزراعة', 'دورا', 'هاما', 'المنظومة', 'الاقتصادية', 'والاجتماعية', 'للمجتمعات', 'الريفية', 'ترتبط', 'ارتباطا', 'وثيقا', 'بجهود', 'المحافظة', 'البيئة', 'الطبيعية', 'واستمراريتها', 'يواجه', 'القطاع', 'الزراعي', 'الأردن', 'مشاكل', 'وتحديات', 'متمثلة', 'توالي', 'سنوات', 'تذبذب', 'قلة', 'الأراضي', 'ندرة', 'الموارد', 'والمخاطر', 'المختلفة', 'يساهم', 'القطاع', 'الزراعي', 'نسبته', 'الناتج', 'المحلي', 'الإجمالي', 'ويعمل', 'مجموع', 'القوى', 'وتشكل', 'الصادرات', 'الزراعية', 'مجموع', 'صادرات', 'يذهب', 'الأسواق', 'العربية', 'حقق', 'الأردن', 'الاكتفاء', 'الذاتي', 'عدد', 'المنتجات', 'الزراعية', 'كزيت', 'الكثير', 'المنتجات', 'الغذائية', 'الأساسية', 'كأنواع', 'القمح', 'ومشتقات', 'الحليب', 'والسكر', 'اللحوم', 'الحمراء', 'والخضراوات', 'تستورد', 'الخارج', 'نمت', 'الصادرات', 'المنتجات', 'الزراعية', 'بنسبة', 'عام', '2005', 'مقارنة', 'قيمته', 'عام', '2004', 'أهم', 'الصادرات', 'الزراعية', 'الزيوت', 'والسجائر', 'أهم', 'الدول', 'المستوردة', 'الإمارات', 'العربية', 'وسوريا']"
"['كانت', 'نسبة', 'نمو', 'الصادرات', 'الزراعية']",السياسة والقانون,"['يعتبر', 'القطاع', 'الزراعي', 'القطاعات', 'المهمة', 'وتلعب', 'الزراعة', 'دورا', 'هاما', 'المنظومة', 'الاقتصادية', 'والاجتماعية', 'للمجتمعات', 'الريفية', 'ترتبط', 'ارتباطا', 'وثيقا', 'بجهود', 'المحافظة', 'البيئة', 'الطبيعية', 'واستمراريتها', 'يواجه', 'القطاع', 'الزراعي', 'الأردن', 'مشاكل', 'وتحديات', 'متمثلة', 'توالي', 'سنوات', 'تذبذب', 'قلة', 'الأراضي', 'ندرة', 'الموارد', 'والمخاطر', 'المختلفة', 'يساهم', 'القطاع', 'الزراعي', 'نسبته', 'الناتج', 'المحلي', 'الإجمالي', 'ويعمل', 'مجموع', 'القوى', 'وتشكل', 'الصادرات', 'الزراعية', 'مجموع', 'صادرات', 'يذهب', 'الأسواق', 'العربية', 'حقق', 'الأردن', 'الاكتفاء', 'الذاتي', 'عدد', 'المنتجات', 'الزراعية', 'كزيت', 'الكثير', 'المنتجات', 'الغذائية', 'الأساسية', 'كأنواع', 'القمح', 'ومشتقات', 'الحليب', 'والسكر', 'اللحوم', 'الحمراء', 'والخضراوات', 'تستورد', 'الخارج', 'نمت', 'الصادرات', 'المنتجات', 'الزراعية', 'بنسبة', 'عام', '2005', 'مقارنة', 'قيمته', 'عام', '2004', 'أهم', 'الصادرات', 'الزراعية', 'الزيوت', 'والسجائر', 'أهم', 'الدول', 'المستوردة', 'الإمارات', 'العربية', 'وسوريا']"
"['ارتفع', 'الرقم', 'القياسي', 'السعري', 'للصادرات', 'الزراعية', 'بنسبة']",السياسة والقانون,"['ارتفع', 'الرقم', 'القياسي', 'السعري', 'للصادرات', 'الزراعية', 'خلال', 'عام', '2007', 'بنسبة']"
"['انخفض', 'الرقم', 'القياسي', 'الكمي', 'للصادرات', 'الزراعية', 'بنسبة']",السياسة والقانون,"['انخفض', 'الرقم', 'القياسي', 'الكمي', 'بنسبة', 'خلال', 'عام', '2007']"
"['توفي', 'رسول', 'الله', 'محمد', 'بن', 'عبد']",التاريخ,"['توفي', 'رسول', 'الله', 'محمد', 'بن', 'عبد', 'الله', 'عام', '632']"
"['تمت', 'السيطرة', 'الدولة']",التاريخ,"['سيطرة', 'الدولة', 'العثمانية', 'تعد', 'آخر', 'الإمبراطوريات', 'كانت', 'تحكم', 'باسم', 'الإسلام', 'امتداد', 'رقعة', 'جغرافية', 'واسعة']"
"['تأسست', 'الدولة', 'الإسلامية', 'المدينة']",التاريخ,"['تأسست', 'الدولة', 'الإسلامية', 'بالمدينة', 'المنورة', 'نزول', 'الوحي', 'النبي', 'محمد', 'بن', 'عبد', 'الله']"
"['أسس', 'المسلمون', 'دولة', 'المدينة']",التاريخ,"['الرسول', 'محمد', 'ﷺ', 'بداية', 'نزول', 'الوحي', 'بتأسيس', 'دولة', 'المدينة', 'المنورة']"
"['بدأت', 'حروب']",التاريخ,"['حروب', 'الردة', '11ه', '634م']"
['توفي'],التاريخ,"['توفي', 'بكر', 'يوم', 'الاثنين', '22', 'جمادى', 'الآخرة', '634م']"
"['بدأت', 'معركة']",التاريخ,"['بدأ', 'التجهيز', 'معركة', 'اليرموك', 'المسلمين', 'والروم', 'عهد', 'أبي', 'بكر']"
"['وقعت', 'حروب']",التاريخ,"['حروب', 'الردة', '11ه', '634م']"
['توفي'],التاريخ,"['توفي', 'يوم', 'الاثنين', '22', 'جمادى', 'الآخرة', '634م']"
"['بدأت', 'معركة']",التاريخ,"['بدأ', 'التجهيز', 'معركة', 'اليرموك', 'المسلمين', 'والروم', 'عهد', 'أبي', 'بكر']"
"['بدأت', 'الفتوحات', 'الإسلامية', 'عهد', 'أبي']",التاريخ,"['بدأت', 'الفتوحات', 'الإسلامية', 'عهد', 'أبي', 'بكر', 'انتهاء', 'حروب', 'الردة']"
"['تم', 'فتح']",التاريخ,"['بدأت', 'الفتوحات', 'الإسلامية', 'العراق', 'عهد', 'أبي', 'بكر', 'انتهاء', 'حروب', 'الردة']"
"['بدأت', 'حروب']",التاريخ,"['حروب', 'الردة', '11ه', '634م']"
"['بدأت', 'معركة']",التاريخ,"['بدأ', 'التجهيز', 'معركة', 'اليرموك', 'المسلمين', 'والروم', 'عهد', 'أبي', 'بكر']"
"['أسس', 'عقبة', 'بن', 'نافع', 'مدينة']",التاريخ,"['معاوية', 'عقبة', 'ابن', 'نافع', 'قائدا', 'جيش', 'المغرب', 'فحقق', 'فتوحات', 'أذن', 'بناء', 'مدينة', 'القيروان', 'سنتي', '50', 'و55', 'ه']"
"['انتهت', 'الخلافة']",التاريخ,"['وكان', 'أخرهم', 'مروان', 'بن', 'قتل', 'سنة', '132', 'وانتهت', 'الخلافة', 'الأموية']"
"['سقطت', 'مملكة']",التاريخ,"['سقوط', 'مملكة', 'غرناطة', 'سنة', '1492م']"
"['أرسل', 'المعز', 'قائده', 'لغزو']",التاريخ,"['سنة', '358ه', 'أرسل', 'المعز', 'قائده', 'جوهر', 'الصقلي', 'لغزو', 'مصر']"
"['انتقل', 'الخليفة', 'المعز']",التاريخ,"['وبعد', 'قليل', 'انتقل', 'الخليفة', 'المعز', 'مصر']"
"['فتح', 'محمد', 'الفاتح']",التاريخ,"['فتحها', 'محمد', 'الفاتح', '3', 'عام', 'الموافق', '4', 'ربيع', 'الأول', 'سنة', '886ه']"
"['انتهت', 'الدولة']",التاريخ,"['سقطت', 'الدولة', 'العثمانية', 'عام', '1922']"
"['ظهر', 'مفهوم', 'إعجاز', 'القرآن', 'لأول']",الدين,"['ظهر', 'مفهوم', 'إعجاز', 'القرآن', 'اليوم', 'الأول', 'لقيام', 'النبي', 'محمد', 'ﷺ', 'بتبليغه', 'للعرب', 'يبلغ', 'العمر', 'آنذلك', '40', 'عاما']"
"['بدأت', 'الكتابات', 'إعجاز']",الدين,"['واستمرت', 'الكتابات', 'الإعجاز', 'القرن', 'الثالث', 'الهجري', 'وجوه', 'الإعجاز', 'ظل', 'مدار', 'نقاش', 'المفكرين', 'المسلمين']"
"['أدرجت', 'منظمة', 'الصحة', 'العالمية', 'العمل', 'بنظام', 'المناوبة', 'كمادة', 'مسرطنة']",الصحة,"['أدرجت', 'الوكالة', 'الدولية', 'لمنظمة', 'الصحة', 'العالمية', 'لبحوث', 'السرطان', 'عام', '2007', 'العمل', 'بنظام', 'المناوبة', 'يتضمن', 'اضطرابا', 'الإيقاع', 'اليومي', 'أنه', 'مادة', 'مسرطنة', 'محتملة']"
"['بدأ', 'العالم', 'الإسلامي', 'الاستقلال', 'الاحتلال']",التاريخ,"['بدأت', 'تستقل', 'بالتدريج', 'خضوعها', 'للاحتلال', 'الأوروبي']"
"['تغير', 'نظام', 'الحكم', 'الأقاليم', 'والدول']",التاريخ,"['وتغير', 'نظام', 'الحكم', 'الملكية', 'والجمهورية', 'سقوط', 'الدولة', 'العثمانية']"
"['أعاد', 'الإمام', 'محمد', 'عبده', 'الدراسات', 'البساطة']",الدين,"['وفي', 'القرن', 'العشرين', 'أعاد', 'الإمام', 'محمد', 'عبده', 'الدراسات', 'البساطة', 'المعقولة', 'وبحث', 'الإعجاز', 'بشكل', 'مختصر', 'كتابه', 'رسالة', 'التوحيد', 'فابتعد', 'التحليل', 'المفصل', 'لمسائل', 'النحو', 'والبلاغة', 'القرآن']"
"['تم', 'اكتشاف', 'مسبب', 'للسرطان']",الصحة,"['مسبب', 'للسرطان', 'الحيوانات', 'فيروس', 'ساركوه', 'اكتشفه', 'العالم', 'بيتن', 'روس', 'عام', '1910']"
"['بدأ', 'استخدام', 'الحواسيب', 'الأبحاث']",التكنولوجيا,"['بدأ', 'استخدام', 'الحواسيب', 'الأبحاث', 'العلمية', 'منتصف', 'القرن', 'العشرين']"
"['تأسست', 'شركة', 'IBM', 'تأثيرها', 'صناعة']",التكنولوجيا,"['تأسست', 'شركة', 'IBM', 'عام', 'وكان', 'تأثير', 'كبير', 'تطوير', 'التكنولوجيا', 'الحديثة']"
"['تم', 'اكتشاف', 'الكهرباء', 'لأول']",العلوم,"['تم', 'اكتشاف', 'الكهرباء', 'لأول', 'مرة', 'القرن', 'الثامن', 'بواسطة', 'بنجامين', 'فرانكلين']"
"['تم', 'اختراع', 'الطباعة', 'لأول']",التاريخ,"['تم', 'اختراع', 'الطباعة', 'لأول', 'مرة', 'القرن', 'الخامس', 'بواسطة', 'يوهانس', 'غوتنبرغ']"
"['تم', 'اكتشاف', 'الكهرباء', 'لأول']",العلوم,"['تم', 'اكتشاف', 'الكهرباء', 'لأول', 'مرة', 'القرن', 'الثامن', 'يد', 'بنيامين', 'فرانكلين']"
"['تم', 'بناء', 'سور', 'الصين']",التاريخ,"['بدأ', 'بناء', 'سور', 'الصين', 'العظيم', 'القرن', 'السابع', 'الميلاد', 'واستمر', 'لعدة', 'قرون']"
"['تم', 'تأسيس', 'منظمة', 'الأمم']",السياسة والقانون,"['تم', 'تأسيس', 'منظمة', 'الأمم', 'المتحدة', 'عام', '1945', 'نهاية', 'الحرب', 'العالمية', 'الثانية']"
"['وقعت', 'معركة']",التاريخ,"['وقعت', 'معركة', 'واترلو', '18', '1815']"
"['تأسست', 'مدينة']",التاريخ,"['تأسست', 'مدينة', 'روما', '21', '753', 'الميلاد']"
"['بدأت', 'الثورة']",التاريخ,"['بدأت', 'الثورة', 'الصناعية', 'منتصف', 'القرن', 'الثامن', 'بريطانيا']"
"['تم', 'اكتشاف']",العلوم,"['تم', 'اكتشاف', 'البنسلين', 'عام', '1928', 'يد', 'ألكسندر', 'فليمنغ']"
"['حدثت', 'الثورة', 'الصناعية']",التاريخ,"['حدثت', 'الثورة', 'الصناعية', 'الأولى', 'أواخر', 'القرن', 'الثامن', 'عشر']"
"['تم', 'إطلاق', 'قمر', 'صناعي']",التكنولوجيا,"['تم', 'إطلاق', 'قمر', 'سبوتنيك', 'الفضاء', '4', '1957']"
"['بدأ', 'استخدام', 'الإنترنت', 'بشكل']",التكنولوجيا,"['بدأ', 'استخدام', 'الإنترنت', 'بشكل', 'واسع', 'أوائل', 'التسعينيات', 'القرن', 'العشرين']"
"['حدثت', 'الثورة']",التاريخ,"['حدثت', 'الثورة', 'الفرنسية', 'عام', '1789']"
"['تم', 'اختراع', 'سيارة', 'تعمل']",التكنولوجيا,"['تم', 'اختراع', 'سيارة', 'تعمل', 'بالوقود', 'عام', '1885', 'يد', 'كارل', 'بنز']"
"['تم', 'اكتشاف', 'البترول', 'لأول']",البيئة والطاقة,"['تم', 'اكتشاف', 'البترول', 'لأول', 'مرة', 'عام', '1859', 'ولاية', 'الولايات', 'المتحدة']"
"['تأسست', 'منظمة', 'الأمم']",السياسة والقانون,"['تأسست', 'منظمة', 'الأمم', 'المتحدة', '24', '1945']"
"['بدأت', 'الثورة', 'الصناعية']",التاريخ,"['بدأت', 'الثورة', 'الصناعية', 'الثانية', 'أواخر', 'القرن', 'التاسع', 'حوالي', 'عام', '1870']"
"['بدأ', 'استخدام', 'الطاقة', 'النووية', 'لتوليد']",البيئة والطاقة,"['بدأ', 'استخدام', 'الطاقة', 'النووية', 'لتوليد', 'الكهرباء', 'الخمسينيات', 'القرن', 'العشرين']"
"['تم', 'توقيع', 'معاهدة']",التاريخ,"['تم', 'توقيع', 'معاهدة', 'فرساي', '28', '1919']"
"['تم', 'بناء', 'سور', 'الصين']",التاريخ,"['بدأ', 'بناء', 'سور', 'الصين', 'العظيم', 'القرن', 'السابع', 'الميلاد']"
"['تم', 'اختراع']",التكنولوجيا,"['تم', 'اختراع', 'الإنترنت', 'الستينيات', 'القرن', 'تم', 'تطويره', 'ليصبح', 'متاحا', 'للعامة', 'التسعينيات']"
"['بدأ', 'استخدام', 'الطباعة', 'ثلاثية', 'الأبعاد']",التكنولوجيا,"['بدأ', 'استخدام', 'الطباعة', 'ثلاثية', 'الأبعاد', 'الصناعة', 'الثمانينيات', 'القرن', 'العشرين']"
"['بدأت', 'الثورة']",التاريخ,"['بدأت', 'الثورة', 'الفرنسية', 'عام', '1789']"
"['تم', 'تأسيس', 'الاتحاد']",السياسة والقانون,"['تم', 'تأسيس', 'الاتحاد', 'الأوروبي', '1', '1993']"
"['تم', 'اكتشاف']",العلوم,"['تم', 'اكتشاف', 'البنسلين', 'عام', '1928', 'بواسطة', 'ألكسندر', 'فليمنغ']"
"['تم', 'بناء', 'الأهرامات']",التاريخ,"['تم', 'بناء', 'الأهرامات', 'المصرية', 'حوالي', 'الميلاد']"
"['تم', 'اختراع']",التكنولوجيا,"['تم', 'اختراع', 'الهاتف', 'عام', '1876', 'بواسطة', 'ألكسندر', 'جراهام', 'بيل']"
"['تم', 'اكتشاف']",التاريخ,"['تم', 'اكتشاف', 'الأمريكتين', 'عام', '1492', 'بواسطة', 'كريستوفر', 'كولومبوس']"
"['تم', 'اختراع']",التكنولوجيا,"['تم', 'اختراع', 'الطائرة', 'عام', '1903', 'بواسطة', 'الأخوين', 'رايت']"
"['تم', 'بناء', 'سور', 'الصين']",التاريخ,"['تم', 'بناء', 'سور', 'الصين', 'العظيم', 'خلال', 'فترات', 'بدأ', 'القرن', 'الثالث', 'الميلاد']"
